No,Code,Herbarium_number,Collector_number,Name,Corrected_name,fullCountry,Province,National_Park_or_Wildlife_Sanctuary,Location,Date,Alt,lat,lon,Note
712,KU,,M. Sangachart 405,Leucobryum,Leucobryum bowringii,Thailand,Nakhon Ratchasima,Khao Yai National Park,Along the Pha Deaw Dai trail,17-Aug-16,1113 m,14.36561389,101.4077722,"cut forest, moist area with filtered light, growing on tree trunk"
713,KU,,N. Anantaprayoon 04,Leucobryum,Leucobryum javense var. javense,Thailand,Nakhon Ratchasima,Khao Yai National Park,??????????,31-Mar-18,,,,
714,KU,,N. Jantaraprasit 07,Leucobryum,,Thailand,Phangnga,,????????? ?????,,,,,"sunny, dry, trail, open forest, sand soil, base tree"
715,KU,,N. Jantaraprasit 21,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk
716,KU,,N. Jantaraprasit 25,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk 
717,KU,,N. Jantaraprasit 26,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk 
718,KU,,N. Jantaraprasit 34,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk 
719,KU,,N. Jantaraprasit 37,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk
720,KU,,N. Jantaraprasit 38,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk 
721,KU,,N. Jantaraprasit 41,Leucobryum,,Thailand,Ranong,,Khao Pho Ta Chong Dong,10-Nov-18,,,,epiphyte trunk 
722,KU,,N. Jantaraprasit 42,Leucobryum,,Thailand,Phangnga,Si Phangnga National Park,Si Phangnga,11-Nov-18,,,,epiphyte trunk 
723,KU,,N. Meeprom 23,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huai Kok Ma Long term Forest Ecology Plot,25-Oct-15,1353 m,18.81145,98.90076667,"filtered forest,moist and slope area under dense forest, growing on a dead, rotten, haedwood log"
724,KU,,N. Siriwong 07,Leucobryum,,Thailand,Loei,Phu Luang Wildlife Sanctury,Along the Lan Hin Poom trail,22-Oct-17,400 m,17.14,101.6609833,"scrub forest, moist area with open light, growing on humus"
725,KU,,N. Siriwong 15,Leucobryum,,Thailand,Loei,Phu Luang Wildlife Sanctury,Along the Pha Ta Ream trail,23-Oct-17,400 m,17.14,101.6609833,"woodland, moist area with open light, growing on humus"
726,KU,,N. Soncha 383-12,Leucobryum,Leucobryum scalare,Thailand,Nakhon Ratchasima,Khao Yai National Park,Along the Pha Deaw Dai trail,23-Aug-16,1113 m,14.36561389,101.4077722,"cut forest, moist area with filtered light, growing on trunk"
727,KU,,N. Wutthikasetkij 7,Leucobryum ,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"open forest, mesic and open area, growing on granite"
728,KU,,O. Hongkerd 464,Leucobryum,,Thailand,Phitsanulok,Phu Hin rong Kla National Park,,17-Oct-16,1308 m,16.98829444,100.9954944,"cut forest, mesic area with filtered light, growing on trunk"
729,KU,,P. Punnatrakool 2,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Huai Kok Ma Long term Forest Ecology Plot,24-Oct-15,1404 m,18.80356667,98.8958,"dry and open area with filtered light, growing on a bark of hardwood"
730,KU,,P. Sing-On,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"open forest, mesic area with partial shape light, growing on hardwood stump"
731,KU,,S. Chanachai 456,Leucobryum,,Thailand,Phitsanulok,Phu Hin rong Kla National Park,Along the Lan Hin Poom trail,17-Oct-16,1308 m,16.98805556,100.9952778,"cut forest, moist area with filtered light, growing on gravel"
732,KU,,S. Nansai 005,Leucobryum,,Thailand,Loei,Phu Luang Wildlife Sanctury,"Phuluang, along the Lan Suriyan trail",25-Oct-17,1474 m,17.27947222,101.5184167,"scrub forest, mesic area with filtered light, growing on clay"
733,KU,,S. Tatongjai 008,Leucobryum scabrum,,Thailand,Loei,Phu Luang Wildlife Sanctury,Along the trail,22-Oct-17,1474 m,17.27947222,101.5168417,"scryb fforest, mesic area with filtered light, growing on outcrop"
734,KU,,S. Yodphaka 002,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"mesic and open area, growing on bark the tree"
735,KU,,S. Yodphaka 014,Leucobryum,,Thailand,Phitsanulok,Phu Hin rong Kla National Park,Along the Lan Hin Poom trail,17-Oct-16,1308 m,16.98829444,100.9954944,"open forest with the dominant species Leuceana leucophyllum, mesic area with filtered light, growing on soil"
736,KU,,Thewarit 11,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"dry and filtered area, growing on bark, east facing side"
737,KU,,U. Chantanet 705,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"dry and filtered area, growing on bark, east facing side"
738,KU,,V.Khamdi 430,Leucobryum,,Thailand,Phitsanulok,Phu Hin rong Kla National Park,Along the Lan Hin Poom trail,17-Oct-16,1308 m,16.98829444,100.9954944,"cut forest, mesic area with filtered light, growing on trunk"
739,KU,,W. Boonthasak 33,Leucobryum scabrum,,Thailand,Loei,Phu Luang Wildlife Sanctury,"Phuluang, along the Lan Suriyan trail",22-Oct-17,1474 m,17.27947222,101.5168417,"scrub forest, moist and filtered light, growing on outcrop rock"
740,KU,,W. Klinneam Bry12,Leucobryum microleucophanoides,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"open forest, mesic and open area, growing on fallen tree"
741,KU,,W. Klinneam Bry9,Leucobryum,,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"open forest, mesic and open area, growing on granite"
742,KU,,W. Promsawat 002,Leucobryum scabrum,,Thailand,Loei,Phu Luang Wildlife Sanctury,"Phuluang, along the Lan Suriyan trail",22-Oct-17,1474 m,17.27947222,101.5184167,"scrub forest, moist and open area, growing on humus"
743,KU,,W. Promsawat 014,Leucobryum,,Thailand,Loei,Phu Luang Wildlife Sanctury,"Phuluang, along the Pha Ta Lern (??????) trail",23-Oct-17,1459 m,17.30308333,101.5291111,"scrub forest, moist and open area, growing on humus"
744,KU,,W. Promsawat 015,Leucobryum microleucophanoides,Leucobryum scalare,Thailand,Chiang Mai,Doi Suthep-Pui National Park,Doi Pui Forestry Student Training Station,24-Oct-15,1404 m,18.80356667,98.8958,"open forest, mesic and open area, growing on fallen tree"
745,CMUB,,Benito,Leucobryum sp.,,,,,,,,,,
999,KU,,P. Tiwutanon 100,Leucobryum aduncum,Leucobryum aduncum,Thailand,Ubon Ratchathani,Phu Chong Na Yoi National Park,?????????-????????????? ????????????????????????,12-Dec-20,,14.43720886,105.2770533,
